
0	0.000103	0.000017	0.000021	-0.000048	-0.000037	0.000131	0.000122	-0.000043	-0.000045	0.000068	0.000030	-0.000162	-0.000036	-0.000254	-0.009062	-0.063409	-0.019850	0.018545	0.000000	0.000000	0.000000	-0.008941	-0.029922	0.007628	-0.018094	-0.036322	-0.006914	0.017166	-0.018393	-0.025592	0.029851	0.021173	-0.005950	-0.000036	-0.000254	0.736829	-0.009062	-0.019850	0.018545	0.000363	-0.000052	0.090709	-0.012947	-0.059645	-9.245874	220.183868	6.953384	11.927814	0.354739	0.044695	13.475593	247.405701	8.259212	9.752934	-0.714211	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
1	0.000093	0.000040	-0.000010	0.000038	-0.000054	0.000251	0.000050	0.000122	0.000068	0.000041	-0.000019	0.000024	-0.000076	-0.000446	-0.009855	-0.047872	-0.032737	0.025115	0.000000	0.000000	0.000000	-0.002623	0.005722	-0.007776	0.021313	-0.004161	0.029922	-0.018001	0.041162	0.028334	-0.006557	-0.012158	0.046638	-0.000076	-0.000446	0.736829	-0.009855	-0.032737	0.025115	0.000640	-0.000101	0.069322	-0.012339	4.400844	-2.753639	230.739822	4.905747	10.376602	0.521653	3.794775	7.600580	231.189850	4.856913	10.718600	-0.311675	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
2	-0.000106	0.000052	0.000015	-0.000028	0.000057	-0.000177	0.000120	0.000014	-0.000056	-0.000027	-0.000019	0.000042	-0.000114	-0.000584	-0.009511	-0.034630	-0.022483	0.029619	0.000000	0.000000	0.000000	-0.049818	0.003219	0.006226	-0.016472	0.027608	-0.106892	0.017524	-0.026822	-0.031136	-0.017147	0.000061	0.004411	-0.000114	-0.000584	0.736829	-0.009511	-0.022483	0.029619	0.000847	-0.000138	0.051781	-0.009157	-3.192466	-9.800297	230.569824	9.844954	-7.877884	0.846323	4.693225	2.369059	238.403732	-1.918364	8.601873	0.036917	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
3	0.000096	-0.000037	-0.000018	0.000008	-0.000064	0.000221	-0.000082	-0.000010	0.000006	-0.000036	-0.000039	-0.000081	-0.000149	-0.000677	-0.008739	-0.023138	-0.015159	0.032836	0.000000	0.000000	0.000000	0.050653	-0.022393	-0.008095	0.009081	-0.030219	0.099382	-0.050534	-0.006057	0.015638	-0.002207	-0.004992	-0.030851	-0.000149	-0.000677	0.736829	-0.008739	-0.015159	0.032836	0.000995	-0.000164	0.036986	-0.006541	-3.377669	-9.972167	230.565674	9.965422	-8.323116	0.854242	4.715138	2.241461	238.579681	-2.083614	8.550245	0.045419	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
4	0.000030	0.000075	0.000013	-0.000023	0.000059	-0.000179	-0.000048	0.000098	0.000009	0.000022	0.000025	-0.000076	-0.000179	-0.000739	-0.007520	-0.015667	-0.001333	0.035952	0.000000	0.000000	0.000000	-0.016689	0.027996	0.007738	-0.007669	0.030815	-0.099826	0.008610	0.027038	0.000596	0.014586	0.016016	0.001278	-0.000179	-0.000739	0.736829	-0.007520	-0.001333	0.035952	0.001107	-0.000180	0.028002	-0.004089	-5.586153	-3.348884	223.048645	5.588996	-9.159179	1.481405	-6.209658	4.315441	228.148453	3.456619	2.258349	0.341861	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
5	0.000070	-0.000122	-0.000022	0.000021	0.000046	0.000090	-0.000045	-0.000054	0.000009	-0.000028	-0.000030	0.000140	-0.000207	-0.000777	-0.007170	-0.009274	-0.017150	0.035800	0.000000	0.000000	0.000000	0.010014	-0.049288	-0.008821	0.011007	-0.003219	0.067043	0.000869	-0.038147	0.000000	-0.012515	-0.013852	0.054012	-0.000207	-0.000777	0.736828	-0.007170	-0.017150	0.035800	0.001190	-0.000197	0.020598	-0.004169	13.932347	-5.096380	207.964096	7.274083	1.488192	0.454518	12.273427	4.356707	222.045547	-0.147414	12.401737	-0.409716	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
6	0.000028	-0.000024	0.000024	-0.000028	0.000070	-0.000026	0.000125	0.000144	-0.000019	-0.000031	0.000013	-0.000065	-0.000235	-0.000793	-0.006937	-0.004159	-0.028448	0.035691	0.000000	0.000000	0.000000	-0.010490	0.024575	0.011444	-0.012416	0.005841	-0.028799	0.042486	0.049591	-0.006957	-0.000840	0.010872	-0.051156	-0.000235	-0.000793	0.736826	-0.006937	-0.028448	0.035691	0.001248	-0.000209	0.014713	-0.002978	14.408408	-5.139001	207.596176	7.315182	1.747884	0.429472	12.724234	4.357714	221.896698	-0.235317	12.649137	-0.428047	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
7	0.000046	0.000028	0.000016	-0.000036	-0.000013	0.000059	0.000190	-0.000205	0.000030	-0.000045	0.000035	0.000007	-0.000265	-0.000797	-0.007414	-0.001066	-0.010645	0.033642	0.000000	0.000000	0.000000	0.004530	0.012911	-0.002027	-0.001900	-0.020584	0.021169	0.016212	-0.087167	0.012321	-0.003399	0.005484	0.017896	-0.000265	-0.000797	0.736824	-0.007414	-0.010645	0.033642	0.001294	-0.000217	0.011463	-0.001907	3.782860	1.536618	222.574921	7.684842	-5.076990	0.966035	-12.247704	5.949218	222.914764	-1.920313	-0.560130	1.069205	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
8	0.000071	-0.000036	0.000021	-0.000020	0.000078	-0.000035	0.000075	0.000131	0.000051	-0.000056	-0.000036	-0.000059	-0.000298	-0.000793	-0.008257	0.001172	-0.002322	0.034680	0.000000	0.000000	0.000000	0.006318	-0.015808	0.001431	0.003838	0.022729	-0.023547	-0.028849	0.083829	0.005364	-0.002961	-0.017928	-0.016306	-0.000298	-0.000793	0.736821	-0.008257	-0.002322	0.034680	0.001330	-0.000229	0.009022	-0.003106	-0.315849	-8.935562	199.843521	13.195153	-3.940869	0.737018	-7.405076	12.238873	219.085693	-4.682045	0.241109	0.461559	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
9	0.000049	-0.000101	0.000037	-0.000073	0.000024	0.000177	-0.000043	0.000051	0.000055	-0.000075	0.000049	0.000123	-0.000326	-0.000779	-0.007121	0.003487	0.003623	0.035422	0.000000	0.000000	0.000000	-0.005484	-0.016438	0.003815	-0.013220	-0.013471	0.052991	-0.029468	-0.019908	0.000834	-0.004549	0.021385	0.045393	-0.000326	-0.000779	0.736817	-0.007121	0.003623	0.035422	0.001356	-0.000238	0.006444	-0.002219	-0.415817	-9.190981	199.289093	13.329551	-3.913159	0.731432	-7.286963	12.392280	218.992294	-4.749403	0.260651	0.446739	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
