0	0	0.736829445	0	-0.08	0	0	0.08	0	0	-0.218166156	0.436332313	-0.218166156	0	0	-0.218166156	0.436332313	-0.218166156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-4.86054E-11	1.03562E-14	0.736829419	0	-0.08	0	0	0.08	0	-1.6569E-14	-0.218166343	0.436332685	-0.218166343	1.6569E-14	-1.6569E-14	-0.218166343	0.436332685	-0.218166343	1.6569E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-3.86775E-10	8.17916E-14	0.736829239	0	-0.08	0	0	0.08	0	-1.30909E-13	-0.218167639	0.436335278	-0.218167638	1.30909E-13	-1.30909E-13	-0.218167639	0.436335278	-0.218167638	1.30909E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-1.29841E-09	2.72503E-13	0.736828755	0	-0.08	0	0	0.08	0	-4.36126E-13	-0.218171136	0.436342269	-0.218171132	4.36126E-13	-4.36126E-13	-0.218171136	0.436342269	-0.218171132	4.36126E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-3.06127E-09	6.37602E-13	0.736827818	0	-0.08	0	0	0.08	0	-1.02044E-12	-0.218177901	0.436355793	-0.218177891	1.02044E-12	-1.02044E-12	-0.218177901	0.436355793	-0.218177891	1.02044E-12	0	-4.86054E-11	-3.86775E-10	-1.29841E-09	0	1.03562E-14	8.17916E-14	2.72503E-13	0.736829445	0.736829419	0.736829239	0.736828755	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	0	-1.6569E-14	-1.30909E-13	-4.36126E-13	-0.218166156	-0.218166343	-0.218167639	-0.218171136	0.436332313	0.436332685	0.436335278	0.436342269	-0.218166156	-0.218166343	-0.218167638	-0.218171132	0	1.6569E-14	1.30909E-13	4.36126E-13	0	-1.6569E-14	-1.30909E-13	-4.36126E-13	-0.218166156	-0.218166343	-0.218167639	-0.218171136	0.436332313	0.436332685	0.436335278	0.436342269	-0.218166156	-0.218166343	-0.218167638	-0.218171132	0	1.6569E-14	1.30909E-13	4.36126E-13	0	0	0	1
-5.94703E-09	1.22917E-12	0.736826284	0	-0.08	0	0	0.08	0	-1.96722E-12	-0.218188979	0.436377939	-0.21818896	1.96722E-12	-1.96722E-12	-0.218188979	0.436377939	-0.21818896	1.96722E-12	-4.86054E-11	-3.86775E-10	-1.29841E-09	-3.06127E-09	1.03562E-14	8.17916E-14	2.72503E-13	6.37602E-13	0.736829419	0.736829239	0.736828755	0.736827818	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	-1.6569E-14	-1.30909E-13	-4.36126E-13	-1.02044E-12	-0.218166343	-0.218167639	-0.218171136	-0.218177901	0.436332685	0.436335278	0.436342269	0.436355793	-0.218166343	-0.218167638	-0.218171132	-0.218177891	1.6569E-14	1.30909E-13	4.36126E-13	1.02044E-12	-1.6569E-14	-1.30909E-13	-4.36126E-13	-1.02044E-12	-0.218166343	-0.218167639	-0.218171136	-0.218177901	0.436332685	0.436335278	0.436342269	0.436355793	-0.218166343	-0.218167638	-0.218171132	-0.218177891	1.6569E-14	1.30909E-13	4.36126E-13	1.02044E-12	0	0	0	1
-1.02213E-08	2.09633E-12	0.736824011	0	-0.08	0	0	0.08	0	-3.35506E-12	-0.218205393	0.436410754	-0.218205361	3.35506E-12	-3.35506E-12	-0.218205393	0.436410754	-0.218205361	3.35506E-12	-3.86775E-10	-1.29841E-09	-3.06127E-09	-5.94703E-09	8.17916E-14	2.72503E-13	6.37602E-13	1.22917E-12	0.736829239	0.736828755	0.736827818	0.736826284	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	-1.30909E-13	-4.36126E-13	-1.02044E-12	-1.96722E-12	-0.218167639	-0.218171136	-0.218177901	-0.218188979	0.436335278	0.436342269	0.436355793	0.436377939	-0.218167638	-0.218171132	-0.218177891	-0.21818896	1.30909E-13	4.36126E-13	1.02044E-12	1.96722E-12	-1.30909E-13	-4.36126E-13	-1.02044E-12	-1.96722E-12	-0.218167639	-0.218171136	-0.218177901	-0.218188979	0.436335278	0.436342269	0.436355793	0.436377939	-0.218167638	-0.218171132	-0.218177891	-0.21818896	1.30909E-13	4.36126E-13	1.02044E-12	1.96722E-12	0	0	0	1
-1.61438E-08	3.28529E-12	0.73682086	0	-0.08	0	0	0.08	0	-5.25797E-12	-0.218228144	0.436456237	-0.218228093	5.25797E-12	-5.25797E-12	-0.218228144	0.436456237	-0.218228093	5.25797E-12	-1.29841E-09	-3.06127E-09	-5.94703E-09	-1.02213E-08	2.72503E-13	6.37602E-13	1.22917E-12	2.09633E-12	0.736828755	0.736827818	0.736826284	0.736824011	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	-4.36126E-13	-1.02044E-12	-1.96722E-12	-3.35506E-12	-0.218171136	-0.218177901	-0.218188979	-0.218205393	0.436342269	0.436355793	0.436377939	0.436410754	-0.218171132	-0.218177891	-0.21818896	-0.218205361	4.36126E-13	1.02044E-12	1.96722E-12	3.35506E-12	-4.36126E-13	-1.02044E-12	-1.96722E-12	-3.35506E-12	-0.218171136	-0.218177901	-0.218188979	-0.218205393	0.436342269	0.436355793	0.436377939	0.436410754	-0.218171132	-0.218177891	-0.21818896	-0.218205361	4.36126E-13	1.02044E-12	1.96722E-12	3.35506E-12	0	0	0	1
-2.39682E-08	4.83944E-12	0.736816696	0	-0.08	0	0	0.08	0	-7.74537E-12	-0.21825821	0.436516344	-0.218258134	7.74537E-12	-7.74537E-12	-0.21825821	0.436516344	-0.218258134	7.74537E-12	-3.06127E-09	-5.94703E-09	-1.02213E-08	-1.61438E-08	6.37602E-13	1.22917E-12	2.09633E-12	3.28529E-12	0.736827818	0.736826284	0.736824011	0.73682086	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	-1.02044E-12	-1.96722E-12	-3.35506E-12	-5.25797E-12	-0.218177901	-0.218188979	-0.218205393	-0.218228144	0.436355793	0.436377939	0.436410754	0.436456237	-0.218177891	-0.21818896	-0.218205361	-0.218228093	1.02044E-12	1.96722E-12	3.35506E-12	5.25797E-12	-1.02044E-12	-1.96722E-12	-3.35506E-12	-5.25797E-12	-0.218177901	-0.218188979	-0.218205393	-0.218228144	0.436355793	0.436377939	0.436410754	0.436456237	-0.218177891	-0.21818896	-0.218205361	-0.218228093	1.02044E-12	1.96722E-12	3.35506E-12	5.25797E-12	0	0	0	1
-3.39423E-08	6.79935E-12	0.736811385	0	-0.08	0	0	0.08	0	-1.08822E-11	-0.218296547	0.436592986	-0.218296439	1.08822E-11	-1.08822E-11	-0.218296547	0.436592986	-0.218296439	1.08822E-11	-5.94703E-09	-1.02213E-08	-1.61438E-08	-2.39682E-08	1.22917E-12	2.09633E-12	3.28529E-12	4.83944E-12	0.736826284	0.736824011	0.73682086	0.736816696	0	0	0	0	-0.08	-0.08	-0.08	-0.08	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0.08	0	0	0	0	-1.96722E-12	-3.35506E-12	-5.25797E-12	-7.74537E-12	-0.218188979	-0.218205393	-0.218228144	-0.21825821	0.436377939	0.436410754	0.436456237	0.436516344	-0.21818896	-0.218205361	-0.218228093	-0.218258134	1.96722E-12	3.35506E-12	5.25797E-12	7.74537E-12	-1.96722E-12	-3.35506E-12	-5.25797E-12	-7.74537E-12	-0.218188979	-0.218205393	-0.218228144	-0.21825821	0.436377939	0.436410754	0.436456237	0.436516344	-0.21818896	-0.218205361	-0.218228093	-0.218258134	1.96722E-12	3.35506E-12	5.25797E-12	7.74537E-12	0	0	0	1
