
0	-0.007329583	0.011762049	0.6406299	0	100	-0.036406454	-0.099466115	-0.022253629	0.045635186	0.06456463	0.004309697	
1	-0.003333345	0.013274008	0.6917057	0	100	-0.019274326	-0.09602571	-0.0078087673	0.021991119	0.06866881	0.008500611	
2	-0.0047604665	0.005526369	0.7247144	0	100	-0.013811121	-0.08124008	-0.0072360467	0.0037879422	0.0780542	-0.0156503	
3	-0.007705502	8.338597e-06	0.7433349	0	100	-0.00510972	-0.08114954	0.0017998368	-0.00047317147	0.078595206	-0.007940529	
4	-0.0077659786	-4.1122083e-05	0.7433547	0	100	-0.0051755193	-0.08115683	0.0018200874	-0.00050862134	0.07857849	-0.007936077	
5	-0.007796921	-2.1035317e-05	0.74337614	0	100	-0.0051934565	-0.08113794	0.0018268526	-0.0005231127	0.078603014	-0.007931938	
6	-0.00781405	1.2168195e-05	0.74335456	0	100	-0.005192197	-0.081149854	0.0018205792	-0.0005518198	0.07861078	-0.007930564	
7	-0.00782457	-2.460787e-05	0.74337244	0	100	-0.005210481	-0.08115042	0.0018153489	-0.0005619824	0.07858142	-0.007934829	
8	-0.007846706	-3.1976495e-05	0.7433764	0	100	-0.0052340482	-0.081147246	0.0018260628	-0.0005720258	0.078600205	-0.007935833	
9	-0.007840201	-3.762776e-05	0.7433506	0	100	-0.005223334	-0.08115815	0.0018250495	-0.0005817935	0.07857935	-0.007923286	
10	-0.007872872	-4.6762172e-05	0.743374	0	100	-0.005266929	-0.08113766	0.001819849	-0.00059244037	0.0786037	-0.007924918	
11	-0.007865496	-2.5677029e-05	0.743324	0	100	-0.0052446914	-0.081157506	0.0018198118	-0.000616923	0.07859287	-0.007917853	
12	-0.007903829	-5.199993e-05	0.74333954	0	100	-0.0052859206	-0.081146255	0.0018210486	-0.00062409043	0.07858819	-0.0079155415	
13	-0.007870272	-1.4985446e-05	0.7433181	0	100	-0.005250964	-0.081149735	0.0018226057	-0.0006325394	0.078597255	-0.007912906	
14	-0.007881016	-4.017586e-05	0.7432996	0	100	-0.0052571357	-0.081142135	0.0018146448	-0.00063069165	0.07858169	-0.007901426	
15	-0.00787919	-4.880363e-05	0.7432693	0	100	-0.005254468	-0.08114482	0.0018241778	-0.000618577	0.0785903	-0.007894253	
16	-0.00786642	-2.7211849e-05	0.7432486	0	100	-0.0052422103	-0.08113348	0.0018235445	-0.00063577294	0.07858581	-0.007891284	
17	-0.007886842	-5.669007e-05	0.74321663	0	100	-0.005234808	-0.08114704	0.0018225163	-0.0006401539	0.07858663	-0.00785937	
18	-0.007857576	-1.8651132e-05	0.7431598	0	100	-0.005208947	-0.08113664	0.0018050261	-0.0006361231	0.078582935	-0.007870218	
19	-0.007877991	-3.955746e-05	0.74311554	0	100	-0.005218502	-0.081128456	0.001810126	-0.0006729141	0.07859209	-0.007843224	
20	-0.007848285	-4.064897e-05	0.74305475	0	100	-0.0052070227	-0.081137955	0.0018055066	-0.00064612925	0.078563154	-0.007849181	
