
0	-0.000072	0.000144	-0.000018	-0.000049	0.000097	-0.000159	-0.000107	0.000127	-0.000041	0.000042	0.000037	0.000159	-0.000016	-0.000259	-0.003968	-0.064596	0.009005	0.000387	0.000000	0.000000	0.000000	-0.049591	0.066733	-0.008978	-0.021043	0.040415	0.017421	-0.079139	0.099238	-0.014526	0.024981	0.022480	0.002146	-0.000016	-0.000259	0.736829	-0.003968	0.009005	0.000387	0.000370	-0.000023	0.092412	-0.005669	5.401205	-4.868961	224.843964	-4.058314	-1.734740	1.044756	-18.311117	4.520372	214.609634	5.345831	-6.811336	0.010402	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
1	-0.000028	0.000040	-0.000028	0.000017	0.000100	-0.000129	-0.000104	0.000132	0.000026	0.000014	0.000093	-0.000049	-0.000026	-0.000446	-0.002548	-0.046888	-0.006863	0.010391	0.000000	0.000000	0.000000	0.011211	-0.025988	-0.002491	0.016513	0.000715	0.007469	0.000746	0.001073	0.016672	-0.007033	0.013947	-0.051896	-0.000026	-0.000446	0.736829	-0.002548	-0.006863	0.010391	0.000634	-0.000040	0.066042	-0.004429	3.892258	-5.397284	233.538284	6.090593	3.741037	0.590269	9.357739	-0.626658	218.185425	1.544567	6.228747	-0.814938	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
2	0.000009	-0.000048	0.000010	-0.000049	0.000051	0.000079	0.000020	-0.000112	-0.000032	0.000022	0.000020	0.000126	-0.000036	-0.000585	-0.002478	-0.034618	-0.019981	0.021892	0.000000	0.000000	0.000000	0.009055	-0.021975	0.009681	-0.016500	-0.012159	0.052017	0.030948	-0.060797	-0.014382	0.002027	-0.018239	0.043671	-0.000036	-0.000585	0.736829	-0.002478	-0.019981	0.021892	0.000829	-0.000055	0.048689	-0.003646	9.605142	-12.292316	227.194778	4.845541	3.846572	0.457578	10.500894	-4.506022	212.685165	5.958286	7.448153	-0.433839	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
3	0.000082	0.000117	-0.000013	0.000050	-0.000021	0.000061	-0.000117	0.000202	-0.000047	-0.000038	0.000071	-0.000088	-0.000048	-0.000681	-0.002983	-0.023941	-0.029351	0.030107	0.000000	0.000000	0.000000	0.018358	0.041287	-0.005791	0.024726	-0.017951	-0.004649	-0.034076	0.078321	-0.003844	-0.015092	0.012755	-0.053374	-0.000048	-0.000681	0.736829	-0.002983	-0.029351	0.030107	0.000968	-0.000065	0.034778	-0.002604	9.744480	-12.460487	227.040054	4.815173	3.849146	0.454341	10.528775	-4.600640	212.551010	6.065938	7.477895	-0.424544	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
4	0.000063	-0.000123	0.000022	-0.000029	0.000038	0.000031	0.000060	-0.000092	0.000068	0.000050	0.000049	0.000090	-0.000058	-0.000743	-0.002643	-0.015655	-0.028494	0.027743	0.000000	0.000000	0.000000	-0.004768	-0.059952	0.008652	-0.019652	0.014732	-0.007391	0.044209	-0.073474	0.028717	0.022006	-0.005484	0.044314	-0.000058	-0.000743	0.736829	-0.002643	-0.028494	0.027743	0.001067	-0.000064	0.024909	0.000284	-3.089015	1.063483	222.013245	2.338450	3.645498	1.165423	-9.576125	-3.837918	213.922729	2.750480	2.295997	-0.106780	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
5	-0.000017	0.000035	-0.000025	0.000010	0.000046	0.000019	-0.000017	0.000092	-0.000018	-0.000035	-0.000027	-0.000172	-0.000077	-0.000788	-0.004530	-0.011038	-0.026715	0.036031	0.000000	0.000000	0.000000	-0.019873	0.039567	-0.011823	0.009877	0.001907	-0.003099	-0.019267	0.046056	-0.021486	-0.021371	-0.018986	-0.065463	-0.000077	-0.000788	0.736828	-0.004530	-0.026715	0.036031	0.001146	-0.000066	0.019717	-0.000332	10.380033	0.605333	234.394196	4.287903	0.620975	0.549730	6.220171	10.573032	225.159454	8.181713	4.512175	-0.651251	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
6	0.000025	-0.000008	0.000010	-0.000023	-0.000021	-0.000009	-0.000083	-0.000142	0.000023	-0.000017	0.000014	-0.000054	-0.000098	-0.000813	-0.005299	-0.006456	-0.010479	0.037668	0.000000	0.000000	0.000000	0.010455	-0.010807	0.008843	-0.008275	-0.016770	-0.006916	-0.016475	-0.058599	0.010280	0.004595	0.010283	0.029481	-0.000098	-0.000813	0.736826	-0.005299	-0.010479	0.037668	0.001207	-0.000064	0.015190	0.000275	1.804093	-3.065732	230.696136	5.182840	-1.540896	0.132855	-11.068968	-2.257375	223.368286	4.133477	-7.245590	0.217570	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
7	0.000032	0.000032	0.000015	-0.000033	0.000020	0.000078	0.000101	0.000164	-0.000032	0.000016	-0.000012	0.000135	-0.000122	-0.000823	-0.006065	-0.002433	-0.023999	0.037976	0.000000	0.000000	0.000000	0.001669	0.010092	0.001192	-0.002684	0.010214	0.021698	0.045994	0.076599	-0.013761	0.008193	-0.006453	0.047307	-0.000122	-0.000823	0.736824	-0.006065	-0.023999	0.037976	0.001252	-0.000067	0.011293	-0.000720	2.872945	0.829910	217.711746	1.795062	3.243241	0.321532	-4.877978	-1.094592	207.436417	6.464694	13.034785	-0.066883	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
8	0.000045	-0.000042	0.000029	-0.000042	0.000041	-0.000041	0.000162	-0.000182	0.000063	-0.000080	0.000071	-0.000233	-0.000149	-0.000819	-0.006807	0.000925	-0.033656	0.038195	0.000000	0.000000	0.000000	0.003338	-0.018718	0.003576	-0.002061	0.005484	-0.029662	0.015259	-0.086451	0.023775	-0.023844	0.020638	-0.091921	-0.000149	-0.000819	0.736821	-0.006807	-0.033656	0.038195	0.001284	-0.000069	0.008066	-0.000515	2.899014	0.924925	217.395050	1.712433	3.359927	0.326134	-4.726979	-1.066231	207.047836	6.521553	13.529428	-0.073821	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
9	0.000049	0.000076	0.000033	-0.000078	0.000025	-0.000034	0.000025	0.000114	0.000049	-0.000068	0.000054	0.000064	-0.000185	-0.000805	-0.008943	0.003537	-0.011402	0.044631	0.000000	0.000000	0.000000	0.000834	0.029685	0.000954	-0.009151	-0.004172	0.001787	-0.034332	0.074053	-0.003457	0.002856	-0.004172	0.074278	-0.000185	-0.000805	0.736817	-0.008943	-0.011402	0.044631	0.001307	-0.000076	0.005660	-0.001593	3.257349	-2.203137	210.730988	4.849914	-3.915135	-0.038724	2.743878	2.221716	208.974777	7.073482	-6.567541	-0.215739	0.080000	0.000000	0.112000	-0.080000	0.000000	0.112000
