
0	0.000144	-1.8e-05	-4.9e-05	9.7e-05	-0.000159	0.000127	-4.1e-05	4.2e-05	3.7e-05	0.000159	0.0	0.0	0.0	-0.000259	0.0	0.0	0.0	1.6e-05	0.0	0.0	0.0	0.736829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.112	0.0	0.0	0.0	0.000144	0.0	0.0	0.0	-1.8e-05	0.0	0.0	0.0	-4.9e-05	0.0	0.0	0.0	9.7e-05	0.0	0.0	0.0	-0.000159	0.0	0.0	0.0	0.000127	0.0	0.0	0.0	-4.1e-05	0.0	0.0	0.0	4.2e-05	0.0	0.0	0.0	3.7e-05	0.0	0.0	0.0	0.000159	0.0	0.0	0.0	1.0
1	4e-05	-2.8e-05	1.7e-05	0.0001	-0.000129	0.000132	2.6e-05	1.4e-05	9.3e-05	-4.9e-05	0.0	0.0	-0.000259	-0.000446	0.0	0.0	1.6e-05	2.6e-05	0.0	0.0	0.736829	0.736829	0.0	0.0	0.0	0.0	0.0	0.0	-0.08	-0.08	0.0	0.0	0.112	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.0	0.0	0.112	0.112	0.0	0.0	0.000144	4e-05	0.0	0.0	-1.8e-05	-2.8e-05	0.0	0.0	-4.9e-05	1.7e-05	0.0	0.0	9.7e-05	0.0001	0.0	0.0	-0.000159	-0.000129	0.0	0.0	0.000127	0.000132	0.0	0.0	-4.1e-05	2.6e-05	0.0	0.0	4.2e-05	1.4e-05	0.0	0.0	3.7e-05	9.3e-05	0.0	0.0	0.000159	-4.9e-05	0.0	0.0	0.0	1.0
2	-4.8e-05	1e-05	-4.9e-05	5.1e-05	7.9e-05	-0.000112	-3.2e-05	2.2e-05	2e-05	0.000126	0.0	-0.000259	-0.000446	-0.000585	0.0	1.6e-05	2.6e-05	3.6e-05	0.0	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	0.0	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.0	0.112	0.112	0.112	0.0	0.000144	4e-05	-4.8e-05	0.0	-1.8e-05	-2.8e-05	1e-05	0.0	-4.9e-05	1.7e-05	-4.9e-05	0.0	9.7e-05	0.0001	5.1e-05	0.0	-0.000159	-0.000129	7.9e-05	0.0	0.000127	0.000132	-0.000112	0.0	-4.1e-05	2.6e-05	-3.2e-05	0.0	4.2e-05	1.4e-05	2.2e-05	0.0	3.7e-05	9.3e-05	2e-05	0.0	0.000159	-4.9e-05	0.000126	0.0	0.0	0.0	1.0
3	0.000117	-1.3e-05	5e-05	-2.1e-05	6.1e-05	0.000202	-4.7e-05	-3.8e-05	7.1e-05	-8.8e-05	-0.000259	-0.000446	-0.000585	-0.000681	1.6e-05	2.6e-05	3.6e-05	4.8e-05	0.736829	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	0.000144	4e-05	-4.8e-05	0.000117	-1.8e-05	-2.8e-05	1e-05	-1.3e-05	-4.9e-05	1.7e-05	-4.9e-05	5e-05	9.7e-05	0.0001	5.1e-05	-2.1e-05	-0.000159	-0.000129	7.9e-05	6.1e-05	0.000127	0.000132	-0.000112	0.000202	-4.1e-05	2.6e-05	-3.2e-05	-4.7e-05	4.2e-05	1.4e-05	2.2e-05	-3.8e-05	3.7e-05	9.3e-05	2e-05	7.1e-05	0.000159	-4.9e-05	0.000126	-8.8e-05	0.0	0.0	0.0	1.0
4	-0.000123	2.2e-05	-2.9e-05	3.8e-05	3.1e-05	-9.2e-05	6.8e-05	5e-05	4.9e-05	9e-05	-0.000446	-0.000585	-0.000681	-0.000743	2.6e-05	3.6e-05	4.8e-05	5.8e-05	0.736829	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	4e-05	-4.8e-05	0.000117	-0.000123	-2.8e-05	1e-05	-1.3e-05	2.2e-05	1.7e-05	-4.9e-05	5e-05	-2.9e-05	0.0001	5.1e-05	-2.1e-05	3.8e-05	-0.000129	7.9e-05	6.1e-05	3.1e-05	0.000132	-0.000112	0.000202	-9.2e-05	2.6e-05	-3.2e-05	-4.7e-05	6.8e-05	1.4e-05	2.2e-05	-3.8e-05	5e-05	9.3e-05	2e-05	7.1e-05	4.9e-05	-4.9e-05	0.000126	-8.8e-05	9e-05	0.0	0.0	0.0	1.0
5	3.5e-05	-2.5e-05	1e-05	4.6e-05	1.9e-05	9.2e-05	-1.8e-05	-3.5e-05	-2.7e-05	-0.000172	-0.000585	-0.000681	-0.000743	-0.000788	3.6e-05	4.8e-05	5.8e-05	7.7e-05	0.736829	0.736829	0.736829	0.736828	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-4.8e-05	0.000117	-0.000123	3.5e-05	1e-05	-1.3e-05	2.2e-05	-2.5e-05	-4.9e-05	5e-05	-2.9e-05	1e-05	5.1e-05	-2.1e-05	3.8e-05	4.6e-05	7.9e-05	6.1e-05	3.1e-05	1.9e-05	-0.000112	0.000202	-9.2e-05	9.2e-05	-3.2e-05	-4.7e-05	6.8e-05	-1.8e-05	2.2e-05	-3.8e-05	5e-05	-3.5e-05	2e-05	7.1e-05	4.9e-05	-2.7e-05	0.000126	-8.8e-05	9e-05	-0.000172	0.0	0.0	0.0	1.0
6	-8e-06	1e-05	-2.3e-05	-2.1e-05	-9e-06	-0.000142	2.3e-05	-1.7e-05	1.4e-05	-5.4e-05	-0.000681	-0.000743	-0.000788	-0.000813	4.8e-05	5.8e-05	7.7e-05	9.8e-05	0.736829	0.736829	0.736828	0.736826	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	0.000117	-0.000123	3.5e-05	-8e-06	-1.3e-05	2.2e-05	-2.5e-05	1e-05	5e-05	-2.9e-05	1e-05	-2.3e-05	-2.1e-05	3.8e-05	4.6e-05	-2.1e-05	6.1e-05	3.1e-05	1.9e-05	-9e-06	0.000202	-9.2e-05	9.2e-05	-0.000142	-4.7e-05	6.8e-05	-1.8e-05	2.3e-05	-3.8e-05	5e-05	-3.5e-05	-1.7e-05	7.1e-05	4.9e-05	-2.7e-05	1.4e-05	-8.8e-05	9e-05	-0.000172	-5.4e-05	0.0	0.0	0.0	1.0
7	3.2e-05	1.5e-05	-3.3e-05	2e-05	7.8e-05	0.000164	-3.2e-05	1.6e-05	-1.2e-05	0.000135	-0.000743	-0.000788	-0.000813	-0.000823	5.8e-05	7.7e-05	9.8e-05	0.000122	0.736829	0.736828	0.736826	0.736824	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.000123	3.5e-05	-8e-06	3.2e-05	2.2e-05	-2.5e-05	1e-05	1.5e-05	-2.9e-05	1e-05	-2.3e-05	-3.3e-05	3.8e-05	4.6e-05	-2.1e-05	2e-05	3.1e-05	1.9e-05	-9e-06	7.8e-05	-9.2e-05	9.2e-05	-0.000142	0.000164	6.8e-05	-1.8e-05	2.3e-05	-3.2e-05	5e-05	-3.5e-05	-1.7e-05	1.6e-05	4.9e-05	-2.7e-05	1.4e-05	-1.2e-05	9e-05	-0.000172	-5.4e-05	0.000135	0.0	0.0	0.0	1.0
8	-4.2e-05	2.9e-05	-4.2e-05	4.1e-05	-4.1e-05	-0.000182	6.3e-05	-8e-05	7.1e-05	-0.000233	-0.000788	-0.000813	-0.000823	-0.000819	7.7e-05	9.8e-05	0.000122	0.000149	0.736828	0.736826	0.736824	0.736821	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	3.5e-05	-8e-06	3.2e-05	-4.2e-05	-2.5e-05	1e-05	1.5e-05	2.9e-05	1e-05	-2.3e-05	-3.3e-05	-4.2e-05	4.6e-05	-2.1e-05	2e-05	4.1e-05	1.9e-05	-9e-06	7.8e-05	-4.1e-05	9.2e-05	-0.000142	0.000164	-0.000182	-1.8e-05	2.3e-05	-3.2e-05	6.3e-05	-3.5e-05	-1.7e-05	1.6e-05	-8e-05	-2.7e-05	1.4e-05	-1.2e-05	7.1e-05	-0.000172	-5.4e-05	0.000135	-0.000233	0.0	0.0	0.0	1.0
9	7.6e-05	3.3e-05	-7.8e-05	2.5e-05	-3.4e-05	0.000114	4.9e-05	-6.8e-05	5.4e-05	6.4e-05	-0.000813	-0.000823	-0.000819	-0.000805	9.8e-05	0.000122	0.000149	0.000185	0.736826	0.736824	0.736821	0.736817	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-8e-06	3.2e-05	-4.2e-05	7.6e-05	1e-05	1.5e-05	2.9e-05	3.3e-05	-2.3e-05	-3.3e-05	-4.2e-05	-7.8e-05	-2.1e-05	2e-05	4.1e-05	2.5e-05	-9e-06	7.8e-05	-4.1e-05	-3.4e-05	-0.000142	0.000164	-0.000182	0.000114	2.3e-05	-3.2e-05	6.3e-05	4.9e-05	-1.7e-05	1.6e-05	-8e-05	-6.8e-05	1.4e-05	-1.2e-05	7.1e-05	5.4e-05	-5.4e-05	0.000135	-0.000233	6.4e-05	0.0	0.0	0.0	1.0
10	-3.9e-05	5.9e-05	-0.000125	4.7e-05	4.2e-05	-0.000133	4.8e-05	-0.000115	2.1e-05	-6.3e-05	-0.000823	-0.000819	-0.000805	-0.000783	0.000122	0.000149	0.000185	0.000216	0.736824	0.736821	0.736817	0.736811	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	3.2e-05	-4.2e-05	7.6e-05	-3.9e-05	1.5e-05	2.9e-05	3.3e-05	5.9e-05	-3.3e-05	-4.2e-05	-7.8e-05	-0.000125	2e-05	4.1e-05	2.5e-05	4.7e-05	7.8e-05	-4.1e-05	-3.4e-05	4.2e-05	0.000164	-0.000182	0.000114	-0.000133	-3.2e-05	6.3e-05	4.9e-05	4.8e-05	1.6e-05	-8e-05	-6.8e-05	-0.000115	-1.2e-05	7.1e-05	5.4e-05	2.1e-05	0.000135	-0.000233	6.4e-05	-6.3e-05	0.0	0.0	0.0	1.0
