1606112592	0.000000	-0.578087	-0.165916	-0.367356	-0.000027	0.022701
1606112592	0.000000	-0.578115	-0.165899	-0.367271	-0.000072	0.022645
1606112592	0.000000	-0.578133	-0.165931	-0.367314	-0.000014	0.022638
1606112592	0.000000	-0.578120	-0.165913	-0.367204	0.000141	0.022599
1606112592	0.000000	-0.578122	-0.165882	-0.367250	-0.000037	0.022678
1606112592	0.000000	-0.578117	-0.165914	-0.367224	0.000004	0.022574
1606112592	0.000000	-0.578171	-0.165948	-0.367289	0.000001	0.022610
1606112592	0.000000	-0.578111	-0.165944	-0.367235	-0.000111	0.022604
1606112592	0.000000	-0.578134	-0.165907	-0.367275	-0.000050	0.022599
1606112592	0.000000	-0.578126	-0.165910	-0.367173	-0.000134	0.022648
1606112592	0.000000	-0.578082	-0.165887	-0.367371	-0.000182	0.022729
1606112592	0.000000	-0.578114	-0.165886	-0.367305	-0.000106	0.022620
1606112592	0.000000	-0.578122	-0.165925	-0.367215	-0.000025	0.022629
1606112592	0.000000	-0.578134	-0.165920	-0.367332	0.000009	0.022634
1606112592	0.000000	-0.578130	-0.165876	-0.367261	-0.000073	0.022583
1606112592	0.000000	-0.578145	-0.165983	-0.367260	0.000062	0.022623
1606112592	0.000000	-0.578115	-0.165848	-0.367262	-0.000217	0.022696
1606112592	0.000000	-0.578153	-0.165920	-0.367285	-0.000026	0.022535
1606112592	0.000000	-0.578175	-0.165927	-0.367338	-0.000086	0.022510
1606112592	0.000000	-0.578128	-0.165930	-0.367343	-0.000002	0.022613
1606112592	0.000000	-0.578086	-0.165890	-0.367220	-0.000200	0.022724
1606112592	0.000000	-0.578161	-0.165876	-0.367231	-0.000141	0.022601
1606112592	0.000000	-0.578127	-0.165926	-0.367352	-0.000030	0.022651
1606112592	0.000000	-0.578142	-0.165926	-0.367328	-0.000095	0.022659
1606112592	0.000000	-0.578167	-0.165935	-0.367445	0.000035	0.022516
1606112592	0.000000	-0.578135	-0.165887	-0.367333	-0.000099	0.022597
1606112592	0.000000	-0.578102	-0.165940	-0.367373	-0.000078	0.022653
1606112592	0.000000	-0.578166	-0.165944	-0.367346	-0.000059	0.022579
1606112593	0.000000	-0.578089	-0.165892	-0.367344	-0.000121	0.022643
1606112593	0.000000	-0.578093	-0.165865	-0.367251	-0.000202	0.022619
1606112593	0.000000	-0.578164	-0.165934	-0.367420	-0.000046	0.022567
1606112593	0.000000	-0.578171	-0.165929	-0.367224	-0.000054	0.022645
1606112593	0.000000	-0.578189	-0.165931	-0.367341	-0.000078	0.022564
1606112593	0.000000	-0.578140	-0.165879	-0.367218	-0.000176	0.022608
1606112593	0.000000	-0.578158	-0.165889	-0.367284	-0.000101	0.022663
