
-0.00013	1.6e-05	-3.4e-05	8.1e-05	7.2e-05	4.2e-05	2.6e-05	-3.1e-05	2.3e-05	5e-05	0.0	0.0	-0.00026	-0.000449	0.0	0.0	3.1e-05	6e-05	0.0	0.0	0.736829	0.736829	0.0	0.0	0.0	0.0	0.0	0.0	-0.08	-0.08	0.0	0.0	0.112	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.0	0.0	0.112	0.112	0.0	0.0	-0.000163	-0.00013	0.0	0.0	-2.4e-05	1.6e-05	0.0	0.0	-1.8e-05	-3.4e-05	0.0	0.0	-2.1e-05	8.1e-05	0.0	0.0	0.000129	7.2e-05	0.0	0.0	6.5e-05	4.2e-05	0.0	0.0	4.9e-05	2.6e-05	0.0	0.0	-3.7e-05	-3.1e-05	0.0	0.0	-4.2e-05	2.3e-05	0.0	0.0	-0.000285	5e-05	0.0	0.0	0.0	1.0
0.000111	-1.5e-05	2.6e-05	-5.5e-05	-8.2e-05	3.7e-05	-2.2e-05	3.3e-05	-5.4e-05	0.000206	0.0	-0.00026	-0.000449	-0.000589	0.0	3.1e-05	6e-05	8.7e-05	0.0	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	0.0	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.0	0.112	0.112	0.112	0.0	-0.000163	-0.00013	0.000111	0.0	-2.4e-05	1.6e-05	-1.5e-05	0.0	-1.8e-05	-3.4e-05	2.6e-05	0.0	-2.1e-05	8.1e-05	-5.5e-05	0.0	0.000129	7.2e-05	-8.2e-05	0.0	6.5e-05	4.2e-05	3.7e-05	0.0	4.9e-05	2.6e-05	-2.2e-05	0.0	-3.7e-05	-3.1e-05	3.3e-05	0.0	-4.2e-05	2.3e-05	-5.4e-05	0.0	-0.000285	5e-05	0.000206	0.0	0.0	0.0	1.0
-3.3e-05	1.2e-05	-3.2e-05	8.2e-05	-3.4e-05	6.3e-05	1.8e-05	-3.6e-05	-8e-05	-0.000247	-0.00026	-0.000449	-0.000589	-0.000693	3.1e-05	6e-05	8.7e-05	0.000107	0.736829	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.000163	-0.00013	0.000111	-3.3e-05	-2.4e-05	1.6e-05	-1.5e-05	1.2e-05	-1.8e-05	-3.4e-05	2.6e-05	-3.2e-05	-2.1e-05	8.1e-05	-5.5e-05	8.2e-05	0.000129	7.2e-05	-8.2e-05	-3.4e-05	6.5e-05	4.2e-05	3.7e-05	6.3e-05	4.9e-05	2.6e-05	-2.2e-05	1.8e-05	-3.7e-05	-3.1e-05	3.3e-05	-3.6e-05	-4.2e-05	2.3e-05	-5.4e-05	-8e-05	-0.000285	5e-05	0.000206	-0.000247	0.0	0.0	0.0	1.0
-0.0001	-1.8e-05	3.8e-05	-8e-05	-1.9e-05	-4.4e-05	-1.5e-05	2.3e-05	0.000118	-3.3e-05	-0.000449	-0.000589	-0.000693	-0.000767	6e-05	8.7e-05	0.000107	0.000123	0.736829	0.736829	0.736829	0.736829	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.00013	0.000111	-3.3e-05	-0.0001	1.6e-05	-1.5e-05	1.2e-05	-1.8e-05	-3.4e-05	2.6e-05	-3.2e-05	3.8e-05	8.1e-05	-5.5e-05	8.2e-05	-8e-05	7.2e-05	-8.2e-05	-3.4e-05	-1.9e-05	4.2e-05	3.7e-05	6.3e-05	-4.4e-05	2.6e-05	-2.2e-05	1.8e-05	-1.5e-05	-3.1e-05	3.3e-05	-3.6e-05	2.3e-05	2.3e-05	-5.4e-05	-8e-05	0.000118	5e-05	0.000206	-0.000247	-3.3e-05	0.0	0.0	0.0	1.0
0.000125	1.8e-05	-5.1e-05	3.6e-05	1.4e-05	6.3e-05	2.1e-05	-1.5e-05	6.6e-05	-4.4e-05	-0.000589	-0.000693	-0.000767	-0.000821	8.7e-05	0.000107	0.000123	0.00014	0.736829	0.736829	0.736829	0.736828	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	0.000111	-3.3e-05	-0.0001	0.000125	-1.5e-05	1.2e-05	-1.8e-05	1.8e-05	2.6e-05	-3.2e-05	3.8e-05	-5.1e-05	-5.5e-05	8.2e-05	-8e-05	3.6e-05	-8.2e-05	-3.4e-05	-1.9e-05	1.4e-05	3.7e-05	6.3e-05	-4.4e-05	6.3e-05	-2.2e-05	1.8e-05	-1.5e-05	2.1e-05	3.3e-05	-3.6e-05	2.3e-05	-1.5e-05	-5.4e-05	-8e-05	0.000118	6.6e-05	0.000206	-0.000247	-3.3e-05	-4.4e-05	0.0	0.0	0.0	1.0
-0.000179	-1.6e-05	1.6e-05	-5.1e-05	-5.9e-05	-0.000184	1.8e-05	-1e-05	-7.4e-05	0.000137	-0.000693	-0.000767	-0.000821	-0.000859	0.000107	0.000123	0.00014	0.000148	0.736829	0.736829	0.736828	0.736826	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-3.3e-05	-0.0001	0.000125	-0.000179	1.2e-05	-1.8e-05	1.8e-05	-1.6e-05	-3.2e-05	3.8e-05	-5.1e-05	1.6e-05	8.2e-05	-8e-05	3.6e-05	-5.1e-05	-3.4e-05	-1.9e-05	1.4e-05	-5.9e-05	6.3e-05	-4.4e-05	6.3e-05	-0.000184	1.8e-05	-1.5e-05	2.1e-05	1.8e-05	-3.6e-05	2.3e-05	-1.5e-05	-1e-05	-8e-05	0.000118	6.6e-05	-7.4e-05	-0.000247	-3.3e-05	-4.4e-05	0.000137	0.0	0.0	0.0	1.0
0.000166	1.8e-05	-3.2e-05	6.9e-05	3.1e-05	0.000196	-2.2e-05	-3.9e-05	0.000129	-3.2e-05	-0.000767	-0.000821	-0.000859	-0.00088	0.000123	0.00014	0.000148	0.000155	0.736829	0.736828	0.736826	0.736824	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.0001	0.000125	-0.000179	0.000166	-1.8e-05	1.8e-05	-1.6e-05	1.8e-05	3.8e-05	-5.1e-05	1.6e-05	-3.2e-05	-8e-05	3.6e-05	-5.1e-05	6.9e-05	-1.9e-05	1.4e-05	-5.9e-05	3.1e-05	-4.4e-05	6.3e-05	-0.000184	0.000196	-1.5e-05	2.1e-05	1.8e-05	-2.2e-05	2.3e-05	-1.5e-05	-1e-05	-3.9e-05	0.000118	6.6e-05	-7.4e-05	0.000129	-3.3e-05	-4.4e-05	0.000137	-3.2e-05	0.0	0.0	0.0	1.0
-0.000148	3.3e-05	-5.8e-05	3.2e-05	4.4e-05	-0.000165	4.8e-05	-4.9e-05	6e-05	3.9e-05	-0.000821	-0.000859	-0.00088	-0.000887	0.00014	0.000148	0.000155	0.000165	0.736828	0.736826	0.736824	0.736821	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	0.000125	-0.000179	0.000166	-0.000148	1.8e-05	-1.6e-05	1.8e-05	3.3e-05	-5.1e-05	1.6e-05	-3.2e-05	-5.8e-05	3.6e-05	-5.1e-05	6.9e-05	3.2e-05	1.4e-05	-5.9e-05	3.1e-05	4.4e-05	6.3e-05	-0.000184	0.000196	-0.000165	2.1e-05	1.8e-05	-2.2e-05	4.8e-05	-1.5e-05	-1e-05	-3.9e-05	-4.9e-05	6.6e-05	-7.4e-05	0.000129	6e-05	-4.4e-05	0.000137	-3.2e-05	3.9e-05	0.0	0.0	0.0	1.0
8.3e-05	3.4e-05	-8e-05	7.6e-05	-7.4e-05	5.8e-05	5.3e-05	-7.8e-05	4.9e-05	-4.7e-05	-0.000859	-0.00088	-0.000887	-0.000878	0.000148	0.000155	0.000165	0.000179	0.736826	0.736824	0.736821	0.736817	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.000179	0.000166	-0.000148	8.3e-05	-1.6e-05	1.8e-05	3.3e-05	3.4e-05	1.6e-05	-3.2e-05	-5.8e-05	-8e-05	-5.1e-05	6.9e-05	3.2e-05	7.6e-05	-5.9e-05	3.1e-05	4.4e-05	-7.4e-05	-0.000184	0.000196	-0.000165	5.8e-05	1.8e-05	-2.2e-05	4.8e-05	5.3e-05	-1e-05	-3.9e-05	-4.9e-05	-7.8e-05	-7.4e-05	0.000129	6e-05	4.9e-05	0.000137	-3.2e-05	3.9e-05	-4.7e-05	0.0	0.0	0.0	1.0
-0.000102	6e-05	-0.000129	4.7e-05	9.3e-05	3.4e-05	5.3e-05	-0.00012	7.4e-05	2.2e-05	-0.00088	-0.000887	-0.000878	-0.000854	0.000155	0.000165	0.000179	0.000193	0.736824	0.736821	0.736817	0.736811	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	0.000166	-0.000148	8.3e-05	-0.000102	1.8e-05	3.3e-05	3.4e-05	6e-05	-3.2e-05	-5.8e-05	-8e-05	-0.000129	6.9e-05	3.2e-05	7.6e-05	4.7e-05	3.1e-05	4.4e-05	-7.4e-05	9.3e-05	0.000196	-0.000165	5.8e-05	3.4e-05	-2.2e-05	4.8e-05	5.3e-05	5.3e-05	-3.9e-05	-4.9e-05	-7.8e-05	-0.00012	0.000129	6e-05	4.9e-05	7.4e-05	-3.2e-05	3.9e-05	-4.7e-05	2.2e-05	0.0	0.0	0.0	1.0
3.5e-05	9.3e-05	-0.000183	5.7e-05	-0.000131	-5.8e-05	8.6e-05	-0.000194	0.000138	1.8e-05	-0.000887	-0.000878	-0.000854	-0.000816	0.000165	0.000179	0.000193	0.000205	0.736821	0.736817	0.736811	0.736805	0.0	0.0	0.0	0.0	-0.08	-0.08	-0.08	-0.08	0.112	0.112	0.112	0.112	0.0	0.0	0.0	0.0	0.08	0.08	0.08	0.08	0.112	0.112	0.112	0.112	-0.000148	8.3e-05	-0.000102	3.5e-05	3.3e-05	3.4e-05	6e-05	9.3e-05	-5.8e-05	-8e-05	-0.000129	-0.000183	3.2e-05	7.6e-05	4.7e-05	5.7e-05	4.4e-05	-7.4e-05	9.3e-05	-0.000131	-0.000165	5.8e-05	3.4e-05	-5.8e-05	4.8e-05	5.3e-05	5.3e-05	8.6e-05	-4.9e-05	-7.8e-05	-0.00012	-0.000194	6e-05	4.9e-05	7.4e-05	0.000138	3.9e-05	-4.7e-05	2.2e-05	1.8e-05	0.0	0.0	0.0	1.0
